search URL:,https://patents.google.com/?country=CN&before=filing:20220104&after=filing:20220104&type=PATENT&sort=new
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-216926049-U,Vehicle knob gear shifting test device ,奇瑞汽车股份有限公司,"魏长庆, 龙苏华, 吴贵根, 宋先志, 张素莲, 张晓红, 杨昕",2022-01-04,2022-01-04,2022-07-08,2022-07-08,https://patents.google.com/patent/CN216926049U/en,https://patentimages.storage.googleapis.com/47/69/ad/8c18fd2e81df46/HDA0003455498150000011.png
CN-114416900-A,Method and device for analyzing track stop point ,厦门市美亚柏科信息股份有限公司,"郭贵凤, 齐战胜, 王金山, 周新波, 孙玉峰, 慕荣臻",2022-01-04,2022-01-04,2022-04-29,,https://patents.google.com/patent/CN114416900A/en,https://patentimages.storage.googleapis.com/67/df/89/20e21b07af302d/HDA0003455120910000011.png
CN-217256606-U,Broken collection device of rim charge ,赣州珐玛珈智能设备有限公司,"姜德伟, 汪焰, 张蔚亮, 钟庆来, 李东福, 钟勇, 刘昌盛, 刘斌",2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217256606U/en,https://patentimages.storage.googleapis.com/75/d0/57/d1ba1e34f8aab4/HDA0003454682040000011.png
CN-217169718-U,Efficient full-automatic flash-punching blow-molding mold ,中山市博钰精密模具制造有限公司,"胡周伟, 黄和平",2022-01-04,2022-01-04,2022-08-12,2022-08-12,https://patents.google.com/patent/CN217169718U/en,https://patentimages.storage.googleapis.com/33/d1/61/a41239396eee95/HDA0003454575910000011.png
CN-216981557-U,Quick-charging circuit board for intelligent bed ,嘉兴耐通电子科技有限公司,"刘红斌, 潘浩",2022-01-04,2022-01-04,2022-07-15,2022-07-15,https://patents.google.com/patent/CN216981557U/en,https://patentimages.storage.googleapis.com/1a/59/c4/0a340ff003c23d/HDA0003455274000000011.png
CN-114299132-A,Semi-global stereo matching method adopting cost fusion and hierarchical matching strategy ,重庆邮电大学,"陶洋, 田家旺",2022-01-04,2022-01-04,2022-04-08,,https://patents.google.com/patent/CN114299132A/en,https://patentimages.storage.googleapis.com/dc/94/be/6b523af8051b73/HDA0003455371660000011.png
CN-217052199-U,Incubator for culturing concentrated algae ,广东岩志生物科技有限公司,刘伟,2022-01-04,2022-01-04,2022-07-26,2022-07-26,https://patents.google.com/patent/CN217052199U/en,https://patentimages.storage.googleapis.com/27/e6/a1/51ca724788ec45/220104173833.png
CN-114755214-A,Device and method for measuring spectral components of Raman scattered light ,泰姆盖特器械公司,"劳里·库尔基, 伊尔卡·阿拉萨雷拉",2021-01-08,2022-01-04,2022-07-15,,https://patents.google.com/patent/CN114755214A/en,https://patentimages.storage.googleapis.com/1f/ee/cb/9e63c4885e803c/HDA0003454692700000011.png
CN-114357485-A,Management method and system for encryption and decryption of secret key ,北京理房通支付科技有限公司,"叶伟, 张鹏, 蒋元涛, 朱宏斌, 杨晓菲",2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114357485A/en,https://patentimages.storage.googleapis.com/a8/02/b8/0dfb40c728edf2/HDA0003454917960000011.png
CN-216775539-U,Ensiling machine ,"新疆新研牧神科技有限公司, 新疆牧神机械有限责任公司","王灿博, 姚河江, 李谦绪, 谢新亚, 马清明, 任一迪",2022-01-04,2022-01-04,2022-06-21,2022-06-21,https://patents.google.com/patent/CN216775539U/en,https://patentimages.storage.googleapis.com/a6/26/a2/7dc2989e747b41/HDA0003455492570000011.png
CN-216939157-U,Welding robot for machining fan mesh enclosure ,芜湖科网科技股份有限公司,"吴兵, 李骏, 吴松",2022-01-04,2022-01-04,2022-07-12,2022-07-12,https://patents.google.com/patent/CN216939157U/en,https://patentimages.storage.googleapis.com/44/ca/56/488e6810d6a3e3/211227130337.png
CN-114518723-A,Energy consumption monitoring system and method for intelligent building data ,山东正晨科技股份有限公司,"高鹤, 丁成伟, 朱本春, 牛顺杰, 王志祥, 宋圆圆",2022-01-04,2022-01-04,2022-05-20,,https://patents.google.com/patent/CN114518723A/en,https://patentimages.storage.googleapis.com/e8/59/ea/b6053ec6edfa0e/HDA0003455141480000011.png
CN-216608488-U,High-precision numerical control linear rail sliding block grinding machine ,丽水匠研创精密制造有限公司,翁海龙,2022-01-04,2022-01-04,2022-05-27,2022-05-27,https://patents.google.com/patent/CN216608488U/en,https://patentimages.storage.googleapis.com/b3/87/6e/8317762f7d4d59/HDA0003455398090000011.png
CN-114371969-A,"Page performance testing method and device, electronic equipment and storage medium ",腾讯科技（深圳）有限公司,"蒋政胜, 林晓鑫",2022-01-04,2022-01-04,2022-04-19,,https://patents.google.com/patent/CN114371969A/en,https://patentimages.storage.googleapis.com/5e/6f/31/8d8c485d42164b/HDA0003455606540000011.png
CN-114133396-A,"Synthesis method of 8-fluoro-1, 3,4, 5-tetrahydro-azepino [5,4,3-cd ] indol-6-one ",浙江乐普药业股份有限公司,"潘振涛, 林义, 颜剑波",2022-01-04,2022-01-04,2022-03-04,,https://patents.google.com/patent/CN114133396A/en,https://patentimages.storage.googleapis.com/58/2f/40/0b2f58e5dd3cac/HDA0003454635170000011.png
CN-114492513-B,Electroencephalogram emotion recognition method adapting to anti-domain under cross-user scene ,电子科技大学,"叶娅兰, 李云霞, 朱欣, 孟千贺",2021-07-15,2022-01-04,2023-05-26,2023-05-26,https://patents.google.com/patent/CN114492513B/en,https://patentimages.storage.googleapis.com/8c/c9/28/6a7ee3c8364393/HDA0003454279560000011.png
CN-216939443-U,Milling machine fixture for needle plate machining ,常熟市文利无纺机械有限公司,仇立兵,2022-01-04,2022-01-04,2022-07-12,2022-07-12,https://patents.google.com/patent/CN216939443U/en,https://patentimages.storage.googleapis.com/83/91/ca/2307eff4390657/HDA0003454312620000011.png
CN-114258987-A,Method for improving milk fat of milk goat by using soybean isoflavone and application ,西北农林科技大学,"史怀平, 邵钺馨, 罗军, 王鹏飞, 邱小为, 王楠, 边会龙, 李�杰, 胡建红",2022-01-04,2022-01-04,2022-04-01,,https://patents.google.com/patent/CN114258987A/en,https://patentimages.storage.googleapis.com/98/eb/45/cc492240a620a7/HDA0003455557030000011.png
CN-216764732-U,Concrete regeneration aggregate performance improving device utilizing water glass ,河南万盛混凝土有限公司,"锁春晖, 王丽, 宋爱玲, 要天明, 胡光华",2022-01-04,2022-01-04,2022-06-17,2022-06-17,https://patents.google.com/patent/CN216764732U/en,https://patentimages.storage.googleapis.com/72/e3/54/e03d19ce012e40/935558DEST_PATH_HDA0003604419160000011.png
CN-114208423-A,Telescopic residual film picking roller ,新疆农业大学,"谢建华, 张雁鸿, 张毅, 马卫彬, 周金豹, 吴仕花",2022-01-04,2022-01-04,2022-03-22,,https://patents.google.com/patent/CN114208423A/en,https://patentimages.storage.googleapis.com/f9/2f/03/ef6862f21b16a1/HDA0003455103600000011.png
CN-217498942-U,Desulfurization waste water resourceful treatment device ,华能(浙江)能源开发有限公司玉环分公司,"何高祥, 邓强强, 赵健, 庞胜林, 曹士海, 孙志国, 赵顺, 孟建雄, 苏青青, 张丽娜, 黄帆",2022-01-04,2022-01-04,2022-09-27,2022-09-27,https://patents.google.com/patent/CN217498942U/en,https://patentimages.storage.googleapis.com/22/e8/e9/9f9410e4825f88/HDA0003455358270000011.png
CN-114225266-A,Intelligent fire control unit for green building based on BIM technique ,南京古发建筑装饰工程有限公司,赵敏,2022-01-04,2022-01-04,2022-03-25,,https://patents.google.com/patent/CN114225266A/en,https://patentimages.storage.googleapis.com/16/3a/18/8a00666f3262c3/220104184523.png
CN-114097671-A,Artificial breeding method for fry and fingerlings of Qilian mountain naked carp ,甘肃土著鱼类养殖开发有限公司,"秦勇, 付廷斌, 李勤慎, 陈静, 丁丰源, 杨娟, 金静, 张国维, 王秀琴, 李强强, 金凡力, 杨志娟",2022-01-04,2022-01-04,2022-03-01,,https://patents.google.com/patent/CN114097671A/en,
CN-217117157-U,Japanese early cherry is with quick growth device ,全椒县绿兴园生态农业发展有限公司,"王宏军, 陈发军, 廖盼华, 莫正海, 翟敏",2022-01-04,2022-01-04,2022-08-05,2022-08-05,https://patents.google.com/patent/CN217117157U/en,https://patentimages.storage.googleapis.com/4a/90/2a/3778b4e15b6320/HDA0003455362250000011.png
CN-216763510-U,Hollow glass processing machine ,陕西联创玻璃工程有限公司,姚从明,2022-01-04,2022-01-04,2022-06-17,2022-06-17,https://patents.google.com/patent/CN216763510U/en,https://patentimages.storage.googleapis.com/56/2f/d2/d11af45b36e3bc/HDA0003455544870000011.png
CN-114271807-A,Medical device ,武汉联影生命科学仪器有限公司,"周建帆, 张春彦, 余锦波, 邢峣, 雷红霞",2022-01-04,2022-01-04,2022-04-05,,https://patents.google.com/patent/CN114271807A/en,https://patentimages.storage.googleapis.com/a2/5b/58/e12eb4bb81d857/HDA0003454323280000011.png
CN-216521905-U,Module and system for separating assembled dry floor heating from pipeline ,天津市伟创节能科技有限公司,陈泽伟,2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216521905U/en,https://patentimages.storage.googleapis.com/6a/82/ee/b1496858752fb9/HDA0003454061840000011.png
CN-217180788-U,Concentration detection and automatic control filling device for cleaning disinfectant ,无锡优洁科技有限公司,"沙正茂, 蒋华, 李艳春",2022-01-04,2022-01-04,2022-08-12,2022-08-12,https://patents.google.com/patent/CN217180788U/en,https://patentimages.storage.googleapis.com/5f/14/07/c3278acaacb516/HDA0003455677900000011.png
CN-216516780-U,Novel protection is used in civil engineering construction device ,汪艳,汪艳,2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216516780U/en,https://patentimages.storage.googleapis.com/11/b2/65/c8f0c25cb23abd/HDA0003454598820000011.png
CN-216813651-U,Mechanical equipment mounting base with strong supporting force ,株洲湘鸿电子设备有限公司,"王慧卉, 王癸喜, 雷力红",2022-01-04,2022-01-04,2022-06-24,2022-06-24,https://patents.google.com/patent/CN216813651U/en,https://patentimages.storage.googleapis.com/44/c3/f8/223ff3bcaf0e2d/220104091500.png
CN-114495446-A,"Energy consumption monitoring alarm method and device, computing equipment and storage medium ",珠海格力电器股份有限公司,"肖振德, 任鹏",2022-01-04,2022-01-04,2022-05-13,,https://patents.google.com/patent/CN114495446A/en,https://patentimages.storage.googleapis.com/d1/91/86/16db1d4b2d03e4/HDA0003454986000000011.png
CN-113998999-B,Manufacturing method of wide-temperature low-loss high-Bs manganese-zinc ferrite material ,天通控股股份有限公司,"夏铭洋, 王鸿健, 邢冰冰, 黄艳锋, 张强原",2022-01-04,2022-01-04,2022-04-01,2022-04-01,https://patents.google.com/patent/CN113998999B/en,https://patentimages.storage.googleapis.com/88/91/2b/8051564323a6b7/2201040919271.png
CN-217411566-U,Visual detection device that antistatic protective clothing finished product was used ,江苏百护纺织科技有限公司,"刘实诚, 邹黎丹, 乔柯",2022-01-04,2022-01-04,2022-09-13,2022-09-13,https://patents.google.com/patent/CN217411566U/en,https://patentimages.storage.googleapis.com/84/ea/e6/de16854008f4db/HDA0003454108490000011.png
CN-216656125-U,Motorcycle accessory stamping device convenient for feeding ,江门市顺泽金属制品有限公司,林尧杰,2022-01-04,2022-01-04,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216656125U/en,https://patentimages.storage.googleapis.com/d2/e3/81/f60efa2c90f300/HDA0003455149830000011.png
CN-114376744-A,Medical oral cavity appliance ,曹琦星,曹琦星,2022-01-04,2022-01-04,2022-04-22,,https://patents.google.com/patent/CN114376744A/en,https://patentimages.storage.googleapis.com/c5/88/35/33864a47f75dae/HDA0003454179680000011.png
CN-114321760-A,Remote control type environment artistic lamp ,阜阳师范大学,"李晓燕, 李森, 汤超, 李阳, 王莉, 吴满义",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114321760A/en,https://patentimages.storage.googleapis.com/a5/a1/80/7ad51d67755210/HDA0003454826000000011.png
CN-217181033-U,Transient voltage measuring system based on electric excitation ,苏州大学,"康振辉, 刘阳",2022-01-04,2022-01-04,2022-08-12,2022-08-12,https://patents.google.com/patent/CN217181033U/en,https://patentimages.storage.googleapis.com/f1/e3/e7/b86b14c83d1977/HDA0003454291890000011.png
CN-217280027-U,Acoustic metamaterial composite structure sound insulation cover ,"中国船舶重工集团公司第七一一研究所, 中国人民解放军92578部队","杨明月, 杨坤, 吴恒亮, 徐贝贝, 崔世明",2022-01-04,2022-01-04,2022-08-23,2022-08-23,https://patents.google.com/patent/CN217280027U/en,https://patentimages.storage.googleapis.com/8f/fe/b3/fed79210500738/HDA0003454919280000011.png
CN-216631861-U,Corner box cleaning device ,四川省兴铮峰科技有限公司,陈波,2022-01-04,2022-01-04,2022-05-31,2022-05-31,https://patents.google.com/patent/CN216631861U/en,https://patentimages.storage.googleapis.com/64/ca/85/5a8922fa1bd048/2112221730181.png
CN-217304824-U,Sample analyzer and particle measuring device ,深圳迈瑞生物医疗电子股份有限公司,"夏野, 汪东生",2021-10-30,2022-01-04,2022-08-26,2022-08-26,https://patents.google.com/patent/CN217304824U/en,https://patentimages.storage.googleapis.com/2f/38/0e/3583ad8324852f/HDA0003455601850000011.png
CN-114336875-A,Current demodulation circuit for wireless charging ,上海南芯半导体科技股份有限公司,曹灿华,2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114336875A/en,https://patentimages.storage.googleapis.com/2b/f7/d4/2b3c67ad79b563/HDA0003454209630000011.png
CN-216623748-U,Liner structure for filtering and vibrating inside silencer ,鞍山琦铂尔金属制造有限公司,"李志芳, 赵梓庭",2022-01-04,2022-01-04,2022-05-27,2022-05-27,https://patents.google.com/patent/CN216623748U/en,https://patentimages.storage.googleapis.com/2b/3a/7b/a632de4bf517bd/220104161616.png
CN-217310847-U,Super-soft three-dimensional attached disposable anti-galactorrhea pad ,河南逸祥卫生科技有限公司,"杨自强, 李静, 明亮, 张明明, 王欢, 梁凯洁, 郝文彬",2022-01-04,2022-01-04,2022-08-30,2022-08-30,https://patents.google.com/patent/CN217310847U/en,https://patentimages.storage.googleapis.com/82/12/ba/3814c5afe1383d/HDA0003455643560000011.png
CN-114306204-A,Pure natural spirulina polypeptide mask and preparation method thereof ,内蒙古科技大学,"张小利, 巩东辉, 王志忠, 石丽娜, 赵晓慧, 季祥, 乔占山",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114306204A/en,https://patentimages.storage.googleapis.com/72/5b/04/83a2c4e3a166e5/HDA0003455043320000011.png
CN-114309600-B,Gradient material preparation device adopting aerodynamic principle and preparation method thereof ,陕西科技大学,"赵雪妮, 刘一佛, 王鹏飞, 尹琴月, 刘明玥, 赵薇, 白卫卫, 邓育源",2022-01-04,2022-01-04,2023-04-18,2023-04-18,https://patents.google.com/patent/CN114309600B/en,https://patentimages.storage.googleapis.com/d6/4f/f9/4e06dca091acd5/HDA0003455051140000011.png
CN-216780630-U,Improved roller structure of edge-covering welding machine ,浙江特德拉焊接科技有限公司,杨晨,2022-01-04,2022-01-04,2022-06-21,2022-06-21,https://patents.google.com/patent/CN216780630U/en,https://patentimages.storage.googleapis.com/1c/f4/ac/7d120841e1fcdf/HDA0003454812660000011.png
CN-114288823-A,Method and device for treating methyl chloride in tail gas generated in synthesis of methyl chlorosilane ,"新疆晶硕新材料有限公司, 新特能源股份有限公司","张书文, 郭建伟, 郭德云, 张宏伟, 蒋鹏",2022-01-04,2022-01-04,2022-04-08,,https://patents.google.com/patent/CN114288823A/en,https://patentimages.storage.googleapis.com/af/c5/3b/4452438ee805a6/HDA0003454389240000011.png
CN-216712148-U,System for plasma low temperature rapid reduction iron-containing pellet ,中冶长天国际工程有限责任公司,"胡兵, 郑富强, 刘臣, 师本敬, 王兆才, 何璐瑶",2022-01-04,2022-01-04,2022-06-10,2022-06-10,https://patents.google.com/patent/CN216712148U/en,https://patentimages.storage.googleapis.com/a2/64/0f/82ead3f3d18fbe/385678DEST_PATH_HDA0003622366820000011.png
CN-217226777-U,Intelligent silica gel laminating machine based on 3D vision ,苏州永之毅自动化有限公司,王胜洋,2022-01-04,2022-01-04,2022-08-19,2022-08-19,https://patents.google.com/patent/CN217226777U/en,https://patentimages.storage.googleapis.com/8c/e7/3f/0e6b534a7128fa/HDA0003454532000000011.png
